137,248,501,230,2170,2870,1058
1886,1182,36,53,2839,2682,213
2078,1182,2064,1838,1966,1892,2840
2213,154,127,91,2560,151,152
2588,2328,2194,2413,2616,2775,1732
258,214,198,18,1247,971,475
1984,230,872,481,2410,1781,685
2400,1086,2176,2104,2154,575,2567
2215,1152,1806,1569,2224,1309,2817
2642,2582,856,2074,1596,1675,1756
1033,1030,1040,2732,1943,2547,2329
1387,206,264,850,-1,-1,-1
1693,1346,1576,362,640,26,641
2574,1603,1042,2435,1742,2447,2584
2272,2144,2182,1773,1591,1949,2470
2575,2543,2562,2397,2819,2813,1189
1088,744,142,1824,1845,1124,1187
623,613,48,285,1745,709,1987
2485,955,66,2465,1315,1962,846
2325,1847,1891,2641,1399,2778,2565
1212,548,1080,1043,1533,487,532
37,640,362,1295,247,783,1091
2416,2354,1047,2245,1422,1627,1217
1087,451,1728,1739,1638,1735,1427
1462,1191,1101,1068,2195,1084,1086
2569,2195,2541,2488,84,2683,1812
2663,206,2390,2542,343,1372,802
1830,1584,1167,1178,1894,189,2739
738,87,2591,2305,1582,194,736
1157,32,-1,-1,-1,-1,-1
212,213,63,216,1077,1174,1620
1398,1100,453,119,2013,2411,1625
1816,340,1751,1690,2551,1874,2373
2597,1753,2068,2457,2678,2666,2856
1730,1467,1132,575,1287,848,510
2496,2308,2453,2463,2472,1508,807
1326,523,2,613,2404,1093,2672
634,359,589,13,174,2092,56
889,618,97,93,1607,570,191
2114,151,127,2113,1929,2105,152
1096,647,1799,2574,328,1150,2031
1795,880,20,661,2554,2573,2604
886,833,467,1758,2160,899,1887
293,1253,1340,1207,-1,-1,-1
551,306,178,141,2550,1488,876
2834,2474,2438,453,2815,2802,495
1560,1378,779,102,1826,643,2831
1876,1875,1872,1402,1704,2609,429
1847,1832,1744,1399,2778,2120,2325
1700,613,1611,1665,2672,702,2404
823,117,413,2013,1398,1100,2411
1170,1102,483,392,435,1111,2438
267,162,32,144,877,2787,1764
1435,1164,534,980,1243,762,2865
1250,1107,1192,1221,2326,2650,344
1649,1485,66,202,2775,1732,2616
1707,1215,165,90,48,2344,1519
30,29,67,22,2291,1724,1506
1821,1496,1716,653,2834,310,2815
780,63,695,719,689,545,1489
591,540,392,147,1939,2077,2798
819,744,580,82,1251,2804,2515
1761,856,1669,549,1931,1909,2708
533,66,1571,1657,952,1653,1747
2059,1625,1415,1687,2722,2678,1487
1040,1906,1033,1943,2547,2732,1078
1722,1239,470,986,509,594,2245
2474,453,1733,2401,2799,2638,2341
2858,2592,2015,2243,2802,44,2728
613,2,122,91,2672,2404,1093
2620,2237,2323,2518,1862,909,587
1757,1673,763,717,1288,2831,2675
2109,1787,12,888,2821,2680,761
189,441,1894,1494,1830,2786,1178
2521,2405,2442,2496,934,935,1365
2681,2607,2472,2535,1997,1167,2374
2810,2017,2712,2529,1474,646,2493
1688,977,152,1225,1855,2431,1927
2848,1596,1601,592,1675,2642,1756
198,258,18,321,909,232,2518
2247,1378,1646,2220,2453,2207,2831
1716,786,1464,45,883,2790,1440
1729,1541,381,56,2546,475,1874
706,635,114,510,1580,325,1548
1455,1418,912,1152,2372,1327,2011
301,86,374,148,71,94,2011
565,566,1,104,1785,128,2855
2251,2183,1010,2418,231,2734,1846
2423,1842,2413,2101,625,972,1791
1959,482,1621,1251,1971,443,1986
162,267,32,1164,345,343,830
146,361,162,144,996,936,1432
393,24,40,162,2002,1218,1661
318,49,8,31,589,2183,2375
789,212,213,5,2291,1174,1109
877,1371,488,1108,267,2548,2787
2341,2332,1014,1613,605,1384,2474
2666,1654,2217,2302,1918,1753,2732
922,601,580,1845,142,744,1468
2480,2331,2441,2452,700,2784,2339
279,56,69,248,2418,2112,1239
1218,551,1133,863,1346,1131,393
1978,1126,1580,756,2826,2415,2600
2156,1241,1569,1733,1728,2579,1531
2680,2467,2498,2504,2821,761,859
745,544,631,615,-1,-1,-1
735,588,464,555,809,949,1219
209,53,208,391,1649,2328,1732
1400,1227,937,912,-1,-1,-1
1433,359,698,1147,2713,219,898
236,184,320,125,2244,1671,2077
1066,538,473,866,575,2400,75
1474,1076,762,229,2810,207,2493
1756,1036,1646,1728,2642,2005,1596
2470,2156,2210,2272,2283,2549,1949
1851,127,151,232,2560,154,2213
748,645,736,61,2076,797,1337
1339,1089,1248,1040,1030,1033,2099
2736,2723,2320,2491,404,326,224
2359,1454,1889,2235,2409,276,2117
1644,652,2062,2091,2616,233,1410
2148,1379,55,1442,1224,339,2154
1954,1672,1403,1767,1666,2295,1646
2529,2357,103,769,2810,646,2493
761,142,12,252,2821,2680,859
2208,1692,453,2158,2818,2727,2403
2311,2175,2293,2095,2329,2732,2628
2637,1224,2403,2516,2108,1904,1898
557,287,117,188,242,2844,1139
262,652,154,127,-1,-1,-1
500,453,182,347,1293,1100,2722
86,22,94,856,112,71,308
1194,1050,1006,2845,2606,2155,2859
2127,83,948,264,556,976,490
957,16,603,97,1810,1044,2783
2478,1949,763,712,2553,1784,1594
1431,1150,476,475,322,321,828
2108,1431,1614,1713,2637,1904,977
1241,1075,630,949,2265,752,2384
2516,2438,2513,1224,363,2222,201
114,108,87,99,22,426,2855
2100,329,286,1782,1440,246,1526
578,269,116,113,2495,125,236
2154,1757,2095,1594,2176,2400,575
2217,2073,1066,640,2887,1883,674
2157,2146,1085,32,2280,2863,1257
1364,1314,1118,645,1839,1636,507
1423,643,1004,1154,1480,2769,2848
1817,1579,1152,219,1144,1928,1800
505,2299,2005,2130,2016,1478,2370
1185,821,1140,476,976,2127,1822
660,103,466,436,965,2610,1200
900,178,551,404,242,224,1139
883,729,805,663,1440,286,246
1410,374,205,510,346,2180,1134
2402,2387,2227,2320,2260,1210,648
1018,790,976,77,2301,263,1185
1810,957,1044,637,2783,966,772
2219,60,1378,1668,2038,2580,2741
246,103,286,218,1440,1526,883
1914,1378,92,1543,2453,2831,2675
581,46,478,117,-1,-1,-1
1977,1582,501,182,372,2493,207
492,176,51,193,723,1195,379
192,193,128,74,2339,1380,2331
1136,968,1120,1623,2547,1654,1753
191,130,308,234,570,1607,97
1108,995,1039,786,105,482,610
2031,1398,325,328,2066,1305,1797
2015,38,560,1556,125,2798,1563
2779,602,2584,2557,1267,1946,2842
34,2264,2141,1789,651,2152,538
1365,1061,716,738,934,2171,2521
460,2474,2344,2471,1187,744,1845
2132,1819,259,1421,2289,594,2833
1516,1348,722,642,2789,797,2167
297,34,279,324,1771,2074,1789
182,396,172,414,2801,436,489
879,1890,1683,1039,2152,1617,340
1304,537,1020,993,263,1565,1184
1569,605,1391,1042,2631,2842,2121
1131,19,80,38,83,1346,1467
960,214,922,1824,860,263,1565
910,765,348,790,1199,1565,1306
626,516,412,2215,1177,1505,2610
2796,2625,2687,2772,2802,2728,2695
55,2228,1476,800,403,170,282
1416,144,208,1167,1634,21,2222
177,58,163,68,2441,2177,529
2403,1224,1194,2112,2818,2727,484
2734,2183,2251,2727,1098,31,219
2649,2621,2629,2634,204,2788,2731
2815,2798,2356,2632,2834,2025,2728
342,206,1684,1499,2409,1709,2825
635,510,610,1428,1467,2632,237
2846,2722,2777,2336,2744,2025,273
587,66,558,199,2518,1862,1485
1175,773,2620,2510,909,2846,2709
2562,2452,2480,2511,1460,1434,1207
302,1329,871,1245,1119,1510,880
335,4,178,141,292,176,1835
1343,1047,761,859,2599,2504,2498
768,604,2465,1558,2730,1381,1664
1840,958,2124,2472,2225,2789,2177
2434,2160,2395,2414,873,939,467
1796,229,1600,1036,724,967,1879
2639,1982,1426,2566,1919,961,2853
74,104,18,266,2855,174,439
1420,1236,832,117,158,2345,1912
124,211,669,105,-1,-1,-1
991,2,757,1174,512,2774,851
1787,1047,1397,1727,2109,2680,761
2545,920,2227,2468,2656,2235,399
296,287,325,117,188,1162,235
1322,178,147,236,331,183,2570
2641,2325,2516,2600,601,2492,1124
2366,557,2345,1750,179,2147,1464
420,191,97,307,1367,1437,2835
1735,815,747,865,2055,1855,2144
118,319,1109,1113,2369,362,1091
1864,523,642,1699,2840,2873,1892
2517,1141,1729,2280,1353,324,643
2593,2354,2494,2570,863,6,1223
1017,1052,1127,2353,2174,1321,1003
161,69,194,148,2022,2158,2709
134,779,97,1042,2861,1607,570
1697,832,1110,877,1105,2611,464
2022,161,1803,1227,2158,2709,2692
2300,2285,1669,191,2517,1634,2330
513,886,2160,2373,2511,628,938
63,216,247,274,1492,2470,661
2146,2095,1301,2063,713,84,1323
2653,2423,2462,2560,2465,2730,79
1983,453,498,250,2508,2801,605
629,928,2165,89,586,1631,2143
1898,856,1629,87,2017,2820,2426
842,751,204,704,2298,2788,2152
372,207,27,172,2493,646,1977
1829,1595,721,1547,2604,1572,2447
2194,2076,1475,1711,2739,1557,1714
2625,341,2456,2621,1597,2716,2669
1940,1861,1848,1820,2314,2866,2614
391,53,209,171,940,914,51
799,146,1866,1501,361,1432,936
1254,1046,724,1146,-1,-1,-1
2598,1789,2025,2786,2846,2801,2799
2349,1696,2133,1396,1910,2658,1166
2183,31,54,1749,2375,2670,589
379,74,128,18,176,492,723
1121,1928,1800,2539,2034,1804,1817
1515,481,1411,1405,964,2834,2356
2050,1710,156,560,1531,1913,1487
1476,55,233,204,403,282,2694
2024,1214,1542,1136,2042,2864,2662
2697,2325,2399,2482,708,1159,649
888,688,859,761,2589,2602,1235
1989,60,527,1458,2801,2777,2770
20,93,28,1831,263,1306,765
2380,2099,2332,1990,2341,2469,2580
2448,2417,2402,1657,2483,1403,751
1609,1230,1257,1265,1692,1404,1793
1279,330,299,1003,-1,-1,-1
1441,1152,1992,1060,1902,937,1306
2218,2155,776,1075,2829,2417,1556
362,319,216,72,1091,1581,2061
1280,900,178,1210,2491,167,2230
1557,773,1494,1800,2739,2194,2681
743,713,472,643,1169,2863,950
1881,1688,1624,1855,2741,2057,2675
2539,2054,2496,2357,1928,1800,1121
252,377,39,142,1274,1267,2779
18,280,198,258,614,1072,1561
129,147,245,131,139,826,766
1084,151,1462,1086,1189,2567,2400
1485,1476,233,1397,587,2518,909
873,850,830,833,2434,973,939
2057,911,1286,2029,1624,2352,2207
934,935,684,710,1629,2521,1365
2356,480,1037,1202,964,2410,685
2363,1499,914,2160,470,986,1051
525,63,62,487,2423,1220,1719
175,66,288,1678,949,809,2526
2616,2448,2453,2586,2775,1734,1732
2674,587,2591,2153,2718,1593,2090
2795,2248,2611,2710,2844,883,2366
282,73,201,349,55,403,1476
1377,1042,73,1193,2530,2799,1983
353,70,28,72,2272,2859,983
2098,2096,2090,2076,1475,2789,2133
383,26,119,81,1646,751,2483
2309,1623,1839,2161,1321,584,2174
200,68,163,209,2217,2584,2744
183,147,35,227,331,1322,2570
1163,83,428,2238,1352,2484,271
111,478,615,557,-1,-1,-1
427,172,122,318,1571,2417,2664
250,204,182,396,2801,1318,453
1206,1033,799,1053,2708,474,751
555,66,1090,1728,2788,2152,2732
881,767,598,718,2583,344,2650
941,28,658,880,1114,2654,371
705,146,361,2027,1432,996,1514
826,324,84,1353,129,210,2828
1580,1384,1183,1126,2728,880,2855
1192,1107,633,874,1820,2668,445
80,227,35,331,6,1274,863
47,2237,701,1095,42,1426,242
2186,1811,2209,1862,1007,2323,2518
1034,747,1728,1232,2775,2276,2616
1270,147,320,1057,1289,2492,1468
544,364,158,254,752,2265,2384
138,103,117,218,-1,-1,-1
1484,777,1201,680,2826,1521,2600
2806,2789,2560,2413,85,2785,2105
2287,1410,1755,1852,1718,1527,891
2304,2163,870,313,1803,1537,2556
1478,982,931,1357,2016,2171,2370
1920,1555,1207,1791,1892,2636,2873
2202,1253,2101,1056,439,1361,190
2321,1911,1930,2182,1986,2283,1067
535,243,1,512,2441,1380,628
1638,525,1119,341,1642,2819,2716
1643,1616,1325,1474,1104,2338,1621
1143,312,50,2279,2501,1424,921
2103,1044,1810,957,236,2077,2771
2158,161,2022,716,2709,2595,1106
2469,2099,2332,2380,2341,1384,605
2618,2543,2475,2596,645,2695,1314
14,144,241,32,427,1571,606
106,219,221,231,55,282,1476
115,108,87,99,2256,110,1605
720,848,477,498,-1,-1,-1
891,50,480,414,455,436,431
1454,499,509,1204,445,1425,1655
1166,1947,1961,1658,1945,1931,2349
91,2213,154,127,157,847,644
2201,1503,1698,2132,1204,2540,1138
1725,495,1581,319,2061,7,1091
2873,2880,36,2560,2840,1892,1886
2414,1149,2373,1450,854,2116,2434
977,970,974,1153,1713,1769,58
1059,992,695,2226,1523,1778,424
240,26,2712,2522,1739,1734,2600
1483,1375,2,691,450,1598,2865
321,162,267,198,1519,1431,322
1260,5,176,1158,429,1402,1195
1692,1491,202,1142,1609,971,2544
62,248,92,143,85,2480,2806
792,199,310,327,835,260,1405
2547,1943,1069,2262,1040,1906,1033
2581,2495,2557,1012,236,2077,2103
289,1311,1285,1342,-1,-1,-1
553,837,582,2582,1728,815,1649
2648,1894,2505,2603,2436,2130,2361
992,689,1314,2226,1059,1226,645
2799,517,1983,2474,2728,2861,366
2867,2655,2609,2671,1005,2563,1335
1272,1053,799,1016,1734,1570,233
298,188,119,265,1049,1013,1209
1457,540,1378,381,818,962,836
2076,1711,1337,2056,1475,2098,2735
1443,1349,199,301,1878,1826,1813
1702,187,1595,1673,2714,997,2596
2520,1736,1554,1778,424,1523,2226
836,760,752,540,1457,2313,962
1860,142,1671,1813,2419,2244,2172
216,274,1119,1037,1897,936,996
133,98,206,-1,-1,-1,-1
1041,53,901,2333,2806,2873,2855
2299,2130,2036,1034,2124,1901,2436
1244,484,319,640,2664,427,2155
1986,89,1336,2007,443,2426,1067
1392,1311,482,1285,-1,-1,-1
2381,2319,1849,1814,1198,2535,1551
471,141,467,343,2414,2378,854
618,548,605,420,2835,1437,2859
1076,157,208,644,2152,2788,555
773,229,2136,2286,2310,1472,1985
2371,2322,1330,2101,1555,1795,1836
756,453,720,923,-1,-1,-1
1116,349,86,2801,71,1062,2770
1838,789,1620,212,2682,2839,1559
2207,1286,1624,2057,2247,2029,2675
765,10,263,348,2659,910,1199
1765,1119,151,1547,2413,2104,1595
1286,911,1221,272,2057,2352,2029
833,467,206,830,1149,1684,343
2847,1041,2234,2588,2055,1735,625
846,32,108,203,1315,1962,2485
869,540,818,62,1905,2317,2185
607,1131,1102,1396,168,315,1890
1774,1711,1509,10,377,1900,1481
243,128,192,74,2331,2441,2784
1928,1568,965,227,1800,1121,2539
205,197,250,170,1479,1650,374
324,40,69,273,2517,1141,1353
851,702,642,991,1587,1522,416
132,652,-1,-1,-1,-1,-1
1960,1702,1784,1595,2819,2876,2575
1973,605,1201,1042,2324,1193,2811
2601,2547,2549,2580,1930,1998,2210
515,463,227,39,2871,1131,2800
1329,1328,575,714,1390,187,866
734,299,475,340,2006,1828,1141
1138,193,385,18,2344,1072,971
346,319,339,216,2180,1410,1227
1342,1311,615,1214,2472,1999,1542
2180,610,1265,1598,346,1410,1227
1205,751,1071,2120,859,64,1229
1793,1598,1431,571,2388,2216,2026
1370,1250,1328,874,1507,212,1724
256,1152,937,626,2727,1526,2818
485,341,102,16,2265,1241,2002
46,2273,2100,1298,1526,883,246
1470,141,702,1326,614,509,2245
1596,297,1438,615,2642,1756,1675
1772,1045,1155,1533,2442,358,2864
1532,1004,1528,1451,1085,274,1634
1553,1152,1451,1416,1832,2827,1891
163,68,29,140,1948,1342,2779
2465,1546,1558,1855,1381,2730,2653
1109,1376,1506,504,2291,1724,2443
2373,914,2254,2367,1816,1786,886
1389,1327,341,234,2811,2643,2864
2170,1677,1070,1764,1376,820,2825
314,1678,1574,767,128,1778,2819
2505,2374,1342,1999,2624,2603,2008
1832,1744,1264,69,1891,1399,2212
1037,247,63,1077,1632,1572,661
2141,69,1203,2088,1874,2166,1729
647,234,130,71,679,1074,675
2224,2215,1158,1863,2594,1987,1773
651,538,365,34,220,2141,1930
2263,2149,1950,1864,2018,1586,1496
76,340,77,145,1102,2539,11
173,571,145,509,-1,-1,-1
412,131,129,534,230,872,1149
1147,556,2797,231,174,2092,1854
2042,1586,712,1859,2442,2622,1155
1505,1479,488,877,218,442,2610
1345,268,1302,285,2711,1652,1419
1639,1524,785,205,469,1211,1405
261,259,258,162,2548,2787,1101
791,471,89,141,518,2143,928
1784,763,712,1949,2478,1673,127
2318,1376,1545,978,2825,2346,355
2490,2354,863,2473,1227,2871,1223
1269,1151,374,934,1634,489,1821
1974,1036,202,815,2582,1675,2588
454,2304,1907,2157,1631,89,2143
2578,1214,1294,2524,2095,2309,1017
2814,2424,2088,2064,728,117,1412
2836,2571,1008,1140,884,2842,1563
332,1563,1279,1438,2801,363,2580
303,1647,1961,1283,-1,-1,-1
1825,1429,1664,123,2107,1865,213
1514,93,924,20,2027,705,30
1281,1195,820,355,2825,1070,1376
28,20,72,266,2274,848,353
247,63,216,274,1492,37,1938
1215,90,183,165,1707,48,1519
1403,1049,1013,930,751,2295,1672
1893,1720,1556,1724,2655,1759,2787
2501,1612,1246,487,1143,2279,1211
428,168,315,2238,1352,2484,1163
2438,453,2403,1973,2792,396,483
495,190,7,1725,1518,964,1567
1479,1065,786,1295,205,2792,1566
2427,1373,2389,2003,790,993,126
1674,1628,416,2001,1000,967,724
1778,1554,1236,1220,1842,2413,2226
2097,1713,613,1660,2173,2559,1858
61,58,29,20,1582,655,2591
1221,633,1192,788,2019,1933,2398
2430,1461,1364,2377,1227,2180,2382
730,229,1042,720,-1,-1,-1
368,634,13,31,207,646,27
1555,36,1516,1221,2371,1656,434
1056,53,1239,470,986,1051,2418
25,7,129,131,1994,2795,1535
1792,544,1172,1385,1804,2392,364
1276,798,510,1058,242,98,1139
2117,40,206,1283,2359,2409,1889
1186,102,526,229,2817,1794,2045
1317,1245,1210,920,-1,-1,-1
802,40,1690,1777,2663,1610,2066
2276,1728,66,2261,2526,2775,2586
1641,451,1445,853,2793,1819,2812
648,306,551,468,1210,2260,2468
2481,1682,2538,2611,1792,2795,1012
1112,33,1998,1930,1355,2008,814
1168,601,580,2343,142,1088,1935
188,298,169,186,296,1994,1162
105,319,118,362,619,566,1695
2527,2228,2376,2500,2131,1524,246
830,206,467,343,2116,998,1372
1831,20,1255,301,1009,402,1999
1487,1090,560,1531,1913,2579,2050
45,2273,2242,1156,805,1440,2033
2677,2545,2550,2656,2476,804,2235
389,2063,1651,1477,2570,1322,183
1134,1,346,1410,2180,2382,1366
667,193,198,634,1264,31,589
2009,669,1846,69,2025,2219,2846
2128,2092,359,667,174,2797,121
1376,820,504,571,355,2346,2825
1660,613,702,650,2404,2672,1093
815,45,1732,1728,2582,2725,2616
345,69,324,273,2455,162,1017
508,2631,2547,2585,1030,2835,1837
2452,889,2331,2379,2784,2166,2339
519,198,371,206,2518,2823,2385
1421,1060,748,1337,1419,1711,1873
264,178,89,141,343,926,1011
2410,964,2344,2417,685,1984,65
1095,326,701,2439,2237,2723,2736
2733,2600,2303,2325,361,1432,799
2638,2193,1983,767,2799,887,70
2720,2265,1289,2384,752,2731,2514
1531,1487,1090,560,1913,2050,1710
2596,2543,2358,2397,2587,997,2714
1208,467,861,40,1141,324,2006
49,750,2092,2183,359,231,31
1826,1443,1560,548,1878,1813,2399
2645,19,2592,2606,2243,1922,2689
965,660,1200,2610,103,1564,2357
2777,2186,2684,2333,2345,2801,2792
2060,2055,1595,1933,2107,2121,1381
1916,1605,1628,11,1668,1006,1911
1790,1782,1716,1750,1785,2251,475
2094,937,2056,484,2818,2727,2403
1078,584,1906,1040,1191,2327,2547
1481,1234,1181,1337,2627,2778,2133
70,66,202,93,572,2638,2182
254,374,119,287,2249,416,1522
1993,199,1469,1723,118,2369,2845
2624,2505,2603,2513,2008,1608,1999
11,76,145,77,340,2307,1417
82,142,195,171,819,1251,1148
921,685,1338,2459,2798,1261,1573
1882,1562,836,1088,1187,1626,1124
223,467,986,830,470,1239,1056
2500,2461,2228,2376,1531,1913,2050
2781,2533,2592,2606,2852,165,355
1573,1267,1261,184,2798,1563,2077
269,19,102,214,116,2779,2494
403,205,386,155,2694,1476,55
1357,16,931,1036,2252,2278,2590
2530,1377,2012,1334,1675,2792,2799
135,473,-1,-1,-1,-1,-1
33,121,167,39,1999,2515,2008
1064,614,655,1583,1561,2404,998
2691,2646,2453,2629,2151,2726,2428
633,270,494,62,1859,712,1656
2443,1632,1695,2291,1174,1109,1077
661,658,434,20,2431,1795,1037
1891,44,1847,1832,308,1399,1553
141,499,89,4,264,335,2853
2203,2088,476,1988,2558,2075,2546
1044,70,1810,2783,1014,966,772
1953,451,118,1745,2204,2802,181
1827,1485,333,1175,2032,426,393
1187,1133,744,726,1124,2850,1882
1102,76,483,1170,392,1931,11
2631,2547,2594,2598,1569,2842,1943
532,507,92,1003,33,2309,2687
1699,879,153,1039,324,1816,345
2546,409,948,2075,2558,476,475
2130,1859,818,2057,2124,2436,2299
2362,680,1430,1830,1718,2049,1461
2866,2567,2507,2614,1940,1861,1950
2253,43,207,172,431,2493,501
406,214,263,348,1306,1304,1565
2512,2428,2445,2240,2726,2151,2686
187,63,72,216,871,1390,1329
336,1076,605,1286,847,91,420
1623,1136,1155,1045,2607,2442,2042
1219,777,1134,652,735,1366,2642
1943,1040,1906,1033,2329,2732,2628
1154,23,204,55,1839,1364,1636
1571,427,172,1265,14,2417,606
766,129,139,2591,2853,1582,210
2339,1303,2331,1362,192,2784,1380
2282,1932,2073,2171,2846,2801,2024
2567,2535,2541,2352,1188,2772,2856
943,102,116,365,-1,-1,-1
340,76,145,126,11,2307,1417
2599,1939,2467,2245,1343,2504,2498
1559,1015,1197,1381,2839,2682,1886
139,245,129,131,766,410,1581
218,103,117,322,329,965,1505
27,2251,174,614,5,431,207
669,282,70,97,1797,2508,1894
2131,2091,1458,1994,55,403,1476
1306,1284,910,263,1565,650,1199
983,79,91,2806,2328,353,157
1612,1246,487,884,1211,2501,1405
1717,1689,1534,1894,2771,236,2077
547,128,104,535,1850,1927,1041
2703,2625,2669,2435,2302,1958,473
1372,873,264,850,467,1011,2782
2027,1862,199,1482,705,1514,924
1359,1231,157,958,1475,1181,2735
1556,1376,1496,1250,2094,2155,2787
1738,66,865,1732,1667,1232,2526
1440,1364,883,660,286,1464,179
1971,1959,1895,1251,482,1311,443
1030,157,1339,2099,2621,1688,1927
1823,532,1006,1315,2485,846,1668
348,263,214,406,2659,765,910
2780,2744,2774,2801,453,2602,2846
2252,1669,1925,2590,2635,1357,16
1541,807,1004,704,2275,2233,2293
2718,279,92,2571,2674,2818,2727
1904,1056,1037,157,2108,2637,1837
2523,1531,1710,2050,1667,661,1487
1079,924,62,2859,2361,1337,1421
1310,927,548,525,1193,1050,1367
520,414,503,43,1260,176,723
2210,663,1533,1930,2601,2283,814
300,280,162,18,361,996,469
2142,23,1214,171,55,2578,1209
2048,509,836,976,2296,852,1668
610,606,32,162,145,1995,390
1141,40,324,297,861,1208,629
1703,1468,1185,1610,2115,335,176
1268,714,319,105,-1,-1,-1
1013,294,64,1651,1999,84,2515
1042,1391,1053,462,2744,2635,2435
1428,1408,1388,1386,-1,-1,-1
2054,639,1912,1121,981,2777,2792
1472,773,1985,2286,2136,2310,1600
125,184,236,320,2798,2015,2495
2168,945,191,1964,2584,2861,2744
820,280,1195,1058,2825,1376,355
2165,1171,2143,467,89,586,1631
